,word,audio_complexity,position,sentence,start_time,end_time,set_manually,process,translation,word_occurrence,word_complexity,sentence_complexity,word_importance,sentence_group,speed,speech_volume,ambient_volume,occurrence,display
1242,please,1.0,5,"Can I see you, please?",559.4,559.92,False,True,bitte,0.2142857142857142,0.2,0.5068349787406746,0.2353515625,197,0.261446950168873,0.4144656658172607,0.3445862626102715,3.0,False
1243,i,1.0,1,I need to see you right now.,,,False,True,Ich,1.0,0.0,0.5311541542349236,0.18359375,198,0.6161448629429074,0.5,0.5214220486565793,39.0,False
1244,need,1.0,2,I need to see you right now.,,,False,True,muss,0.3571428571428571,0.2,0.5311541542349236,0.9013671875,198,0.6161448629429074,0.5,0.5214220486565793,5.0,False
1245,to,1.0,3,I need to see you right now.,,,False,True,zu,1.0,0.0,0.5311541542349236,0.00244140625,198,0.6161448629429074,0.5,0.5214220486565793,33.0,False
1246,see,1.0,4,I need to see you right now.,,,False,True,sehen,0.0714285714285714,0.0,0.5311541542349236,0.8248291015625,198,0.6161448629429074,0.5,0.5214220486565793,1.0,False
1247,you,1.0,5,I need to see you right now.,,,False,True,dich,1.0,0.0,0.5311541542349236,0.715087890625,198,0.6161448629429074,0.5,0.5214220486565793,41.0,False
1248,right,1.0,6,I need to see you right now.,,,False,True,sofort,0.3571428571428571,0.0,0.5311541542349236,0.486328125,198,0.6161448629429074,0.5,0.5214220486565793,5.0,False
1249,now,1.0,7,I need to see you right now.,,,False,True,Jetzt,0.2857142857142857,0.2,0.5311541542349236,0.2685546875,198,0.6161448629429074,0.5,0.5214220486565793,4.0,False
1250,let,1.0,1,Let me out!,,,False,True,Lasst,0.0714285714285714,0.0,0.4133148630768976,0.974334716796875,199,0.6161448629429074,0.5,0.5214220486565793,1.0,False
1251,me,1.0,2,Let me out!,,,False,True,mich,0.5714285714285714,0.0,0.4133148630768976,0.842529296875,199,0.6161448629429074,0.5,0.5214220486565793,8.0,False
1252,out,1.0,3,Let me out!,,,False,True,raus,0.1428571428571428,0.0,0.4133148630768976,0.9798583984375,199,0.6161448629429074,0.5,0.5214220486565793,2.0,False
1253,god,1.0,1,God.,,,False,True,Gott,0.0714285714285714,0.6,0.2824791709571581,0.9999938011169434,200,0.6161448629429074,0.5,0.5214220486565793,1.0,False
1254,please,1.0,1,"Please, God.",,,False,True,Bitte,0.2857142857142857,0.2,0.4131426802842828,0.9930496215820312,201,0.6161448629429074,0.5,0.5214220486565793,4.0,False
1255,god,1.0,2,"Please, God.",,,False,True,Gott,0.1428571428571428,0.6,0.4131426802842828,0.983612060546875,201,0.6161448629429074,0.5,0.5214220486565793,2.0,False
1256,please,1.0,1,Please let me out.,,,False,True,Bitte,0.3571428571428571,0.2,0.4488507112528058,0.558837890625,202,0.6161448629429074,0.5,0.5214220486565793,5.0,False
1257,let,1.0,2,Please let me out.,,,False,True,lassen,0.1428571428571428,0.0,0.4488507112528058,0.9840850830078124,202,0.6161448629429074,0.5,0.5214220486565793,2.0,False
1258,me,1.0,3,Please let me out.,,,False,True,mich,0.6428571428571429,0.0,0.4488507112528058,0.4033203125,202,0.6161448629429074,0.5,0.5214220486565793,9.0,False
1259,out,1.0,4,Please let me out.,,,False,True,aus,0.2142857142857142,0.0,0.4488507112528058,0.9846420288085938,202,0.6161448629429074,0.5,0.5214220486565793,3.0,False
1260,please,1.0,1,Please.,562.12,562.34,False,True,Bitte.,0.4285714285714285,0.2,0.2579400055006133,0.9999927282333374,203,0.5677623235382743,0.4086185395717621,0.2496048284261687,6.0,False
1261,come,1.0,1,"Come on, man, stop.",563.18,563.5,False,True,Komm,0.2857142857142857,0.0,0.5068393346589677,0.15673828125,204,0.4630305549679748,0.4216637313365936,0.4831685006343421,4.0,False
1262,on,1.0,2,"Come on, man, stop.",563.5,563.66,False,True,auf,0.7857142857142857,0.2,0.5068393346589677,0.02978515625,204,0.4630305549679748,0.4216637313365936,0.0,11.0,False
1263,man,1.0,3,"Come on, man, stop.",563.76,563.92,False,True,Mann,0.0,0.0,0.5068393346589677,0.08154296875,204,0.4630305549679748,0.4216637313365936,0.2618940433951352,0.0,False
1264,stop,1.0,4,"Come on, man, stop.",563.96,564.26,False,True,auf,0.0,0.0,0.5068393346589677,0.88092041015625,204,0.4630305549679748,0.4216637313365936,0.0,0.0,False
1265,it's,1.0,1,It's not cool.,565.06,565.3,False,True,Das ist,0.5714285714285714,0.0,0.4488426195277497,0.56298828125,205,0.5067563454916398,0.3645902276039123,0.0,8.0,False
1266,not,1.0,2,It's not cool.,565.3,565.52,False,True,nicht,0.7142857142857143,0.0,0.4488426195277497,0.1025390625,205,0.5067563454916398,0.3645902276039123,0.0,10.0,False
1267,cool,1.0,3,It's not cool.,565.52,565.8,False,True,cool,0.0,0.2,0.4488426195277497,0.918212890625,205,0.5067563454916398,0.3645902276039123,0.0,0.0,False
1268,guess,1.0,1,"Guess you should've made your wife come, snowflake cuck.",566.64,566.7,False,True,schätze,0.0,0.2,0.6665802920063971,0.9996420560637488,206,0.380126581031526,0.3798314929008484,0.0,0.0,True
1269,you,1.0,2,"Guess you should've made your wife come, snowflake cuck.",566.7,567.18,False,True,du,1.0,0.0,0.6665802920063971,0.726806640625,206,0.380126581031526,0.3798314929008484,0.0,42.0,True
1270,should've,1.0,3,"Guess you should've made your wife come, snowflake cuck.",,,False,True,hätte ich es tun sollen,0.0,0.0,0.6665802920063971,0.757080078125,206,0.380126581031526,0.3798314929008484,0.0,0.0,True
1271,made,1.0,4,"Guess you should've made your wife come, snowflake cuck.",567.48,567.6,False,True,hättest,0.0,0.2,0.6665802920063971,0.74169921875,206,0.380126581031526,0.3798314929008484,0.0,0.0,True
1272,your,1.0,5,"Guess you should've made your wife come, snowflake cuck.",567.6,567.78,False,True,deine,0.4285714285714285,0.0,0.6665802920063971,0.966522216796875,206,0.380126581031526,0.3798314929008484,0.0,6.0,True
1273,wife,1.0,6,"Guess you should've made your wife come, snowflake cuck.",567.78,567.9,False,True,Frau,0.0,0.0,0.6665802920063971,0.19140625,206,0.380126581031526,0.3798314929008484,0.0,0.0,True
1274,come,1.0,7,"Guess you should've made your wife come, snowflake cuck.",567.9,568.76,False,True,sollen,0.3571428571428571,0.0,0.6665802920063971,0.9891815185546876,206,0.380126581031526,0.3798314929008484,0.0,5.0,True
1275,snowflake,1.0,8,"Guess you should've made your wife come, snowflake cuck.",569.2,569.72,False,True,Schneeflockenscheiße,0.0714285714285714,1.0,0.6665802920063971,0.998408317565918,206,0.380126581031526,0.3798314929008484,0.0,1.0,True
1276,cuck,1.0,9,"Guess you should've made your wife come, snowflake cuck.",569.94,570.28,False,True,Schneeflockenscheiße,0.0,0.0,0.6665802920063971,0.987152099609375,206,0.380126581031526,0.3798314929008484,0.0,0.0,True
1277,you,0.20458984375,1,"You know, you don't need the discs.",574.2,574.72,False,True,Sie,1.0,0.0,0.5677839157414908,0.4775390625,207,0.5535908266708697,0.5688581466674805,0.0,43.0,False
1278,know,0.08984375,2,"You know, you don't need the discs.",574.72,574.84,False,True,du,0.5714285714285714,0.0,0.5677839157414908,0.41064453125,207,0.5535908266708697,0.5688581466674805,0.0,8.0,False
1279,you,0.00634765625,3,"You know, you don't need the discs.",574.86,574.94,False,True,du,1.0,0.0,0.5677839157414908,0.521240234375,207,0.5535908266708697,0.5688581466674805,0.0,44.0,False
1280,don't,0.001708984375,4,"You know, you don't need the discs.",574.94,575.08,False,True,nicht,0.5714285714285714,0.0,0.5677839157414908,0.720703125,207,0.5535908266708697,0.5688581466674805,0.0,8.0,False
1281,need,0.01123046875,5,"You know, you don't need the discs.",575.08,575.22,False,True,brauchst,0.4285714285714285,0.2,0.5677839157414908,0.15087890625,207,0.5535908266708697,0.5688581466674805,0.0,6.0,False
1282,the,0.00341796875,6,"You know, you don't need the discs.",575.22,575.38,False,True,die,1.0,0.0,0.5677839157414908,0.0009765625,207,0.5535908266708697,0.5688581466674805,0.0,38.0,False
1283,discs,0.29443359375,7,"You know, you don't need the discs.",575.38,575.78,False,True,Discs,0.0,0.4,0.5677839157414908,0.830078125,207,0.5535908266708697,0.5688581466674805,0.0,0.0,False
1284,you,0.0498046875,1,You can just download these.,576.34,576.34,False,True,Sie,1.0,0.0,0.4796239651388674,0.1669921875,208,0.921599880904636,0.2684786915779114,0.0,45.0,False
1285,can,0.072265625,2,You can just download these.,576.34,576.38,False,True,können,0.4285714285714285,0.2,0.4796239651388674,0.34814453125,208,0.921599880904636,0.2684786915779114,0.0,6.0,False
1286,just,0.00244140625,3,You can just download these.,576.38,576.54,False,True,einfach,0.4285714285714285,0.0,0.4796239651388674,0.9951896667480468,208,0.921599880904636,0.2684786915779114,0.0,6.0,False
1287,download,0.005859375,4,You can just download these.,576.54,576.9,False,True,herunterladen,0.0,0.4,0.4796239651388674,0.9949874877929688,208,0.921599880904636,0.2684786915779114,0.0,0.0,False
1288,these,1.0,5,You can just download these.,,,False,True,diese,0.1428571428571428,0.0,0.4796239651388674,0.99371337890625,208,0.921599880904636,0.2684786915779114,0.0,2.0,False
1289,uh,1.0,1,"Uh, what do you want to watch next?",,,True,True,- Nein.,0.0714285714285714,1.0,0.5725261253733229,0.9992513656616212,209,0.6060063221626577,0.8348509073257446,0.0,,False
1290,what,0.4716796875,2,"Uh, what do you want to watch next?",577.16,577.26,False,True,Was,1.0,0.0,0.5725261253733229,0.1962890625,209,0.6060063221626577,0.8348509073257446,0.0,14.0,False
1291,do,0.05078125,3,"Uh, what do you want to watch next?",577.26,577.46,False,True,wollen,0.5714285714285714,0.0,0.5725261253733229,0.07470703125,209,0.6060063221626577,0.8348509073257446,0.0,8.0,False
1292,you,0.005859375,4,"Uh, what do you want to watch next?",577.46,577.46,False,True,Sie,1.0,0.0,0.5725261253733229,0.10595703125,209,0.6060063221626577,0.8348509073257446,0.0,46.0,False
1293,want,0.1572265625,5,"Uh, what do you want to watch next?",577.46,577.7,False,True,wollen,0.5,0.2,0.5725261253733229,0.12353515625,209,0.6060063221626577,0.8348509073257446,0.0,7.0,False
1294,to,0.00146484375,6,"Uh, what do you want to watch next?",577.7,577.76,False,True,zu,1.0,0.0,0.5725261253733229,0.0947265625,209,0.6060063221626577,0.8348509073257446,0.0,34.0,False
1295,watch,0.00390625,7,"Uh, what do you want to watch next?",577.76,578.02,False,True,sehen,0.1428571428571428,0.0,0.5725261253733229,0.00048828125,209,0.6060063221626577,0.8348509073257446,0.0,2.0,False
1296,next,0.00439453125,8,"Uh, what do you want to watch next?",578.02,578.6,False,True,nächstes,0.1428571428571428,0.4,0.5725261253733229,0.9847412109375,209,0.6060063221626577,0.8348509073257446,0.0,2.0,False
1297,uh,1.0,1,"Uh, ""Translucent: The Invisible Cock"".",,,True,True,Uh,0.1428571428571428,1.0,0.5853001164658493,0.9999542236328124,210,0.7077777283915159,0.7529558539390564,0.0,,False
1298,translucent,0.1861572265625,2,"Uh, ""Translucent: The Invisible Cock"".",579.84,580.24,False,True,Translucent,0.0,1.0,0.5853001164658493,0.976043701171875,210,0.7077777283915159,0.7529558539390564,0.0,0.0,False
1299,the,1.0,3,"Uh, ""Translucent: The Invisible Cock"".",,,False,True,Der,1.0,0.0,0.5853001164658493,0.02392578125,210,0.7077777283915159,0.7529558539390564,0.0,39.0,False
1300,invisible,0.43798828125,4,"Uh, ""Translucent: The Invisible Cock"".",580.56,580.92,False,True,unsichtbare,0.0,0.6,0.5853001164658493,0.999999999999814,210,0.7077777283915159,0.7529558539390564,0.0,0.0,False
1301,cock,0.20361328125,5,"Uh, ""Translucent: The Invisible Cock"".",580.92,581.4,False,True,Schwanz,0.0,1.0,0.5853001164658493,0.34423828125,210,0.7077777283915159,0.7529558539390564,0.0,0.0,False
1302,queen,0.265625,1,"""Queen Maeve: Pleasure Slave"".",582.4,582.66,False,True,Königin,0.0,0.2,0.557351422210136,0.02099609375,211,0.6033288581320414,0.5998340845108032,0.0,0.0,False
1303,maeve,0.339111328125,2,"""Queen Maeve: Pleasure Slave"".",,,False,True,Weblinks,0.0,1.0,0.557351422210136,0.9890899658203124,211,0.6033288581320414,0.5998340845108032,0.0,0.0,False
1304,pleasure,0.4378662109375,3,"""Queen Maeve: Pleasure Slave"".",583.06,583.2,False,True,Vergnügen,0.0,0.0,0.557351422210136,0.9999999750559851,211,0.6033288581320414,0.5998340845108032,0.0,0.0,True
1305,slave,0.341796875,4,"""Queen Maeve: Pleasure Slave"".",583.2,583.64,False,True,Einzelnachweise,0.0,0.2,0.557351422210136,0.899169921875,211,0.6033288581320414,0.5998340845108032,0.0,0.0,False
1306,yeah,1.0,1,Yeah.,,,False,True,Genau,0.3571428571428571,0.2,0.3070113370067601,0.9999983906745912,212,0.6161448629429074,0.5,0.0,5.0,False
1307,big,0.09521484375,1,"""Big Black Noir"".",,,False,True,Großer,0.0714285714285714,0.0,0.4796490051607427,0.0341796875,213,0.6161448629429074,0.5,0.0,1.0,False
1308,black,0.1923828125,2,"""Big Black Noir"".",,,False,True,schwarzer,0.0,0.0,0.4796490051607427,0.998483657836914,213,0.6161448629429074,0.5,0.0,0.0,False
1309,noir,1.0,3,"""Big Black Noir"".",,,False,True,Noir,0.0,1.0,0.4796490051607427,0.9968833923339844,213,0.6161448629429074,0.5,0.0,0.0,False
1310,oh,0.197265625,1,Oh.,,,True,True,Nein,0.2142857142857142,0.6,0.2859815202025266,0.9999862909317015,214,0.6161448629429074,0.5,0.0,,False
1311,starlight,0.20458984375,1,"""Starlight Pulls an A-Train"".",586.97,587.73,False,True,Starlight,0.0,1.0,0.5731690616322391,0.00927734375,215,0.3982652692454561,0.6038551330566406,0.0,0.0,False
1312,pulls,0.06884765625,2,"""Starlight Pulls an A-Train"".",,,False,True,zieht,0.0,0.2,0.5731690616322391,0.9999999661557696,215,0.3982652692454561,0.6038551330566406,0.0,0.0,False
1313,an,0.08203125,3,"""Starlight Pulls an A-Train"".",588.01,588.23,False,True,einen,0.1428571428571428,0.0,0.5731690616322391,0.9999985369686328,215,0.3982652692454561,0.6038551330566406,0.0,2.0,False
1314,a-train,1.0,4,"""Starlight Pulls an A-Train"".",,,False,True,AZug,0.0,0.0,0.5731690616322391,0.84716796875,215,0.3982652692454561,0.6038551330566406,0.0,0.0,False
1315,i'm,0.12255859375,1,I'm good.,,,False,True,Mir gehts,0.5,0.0,0.4114167345277401,0.02099609375,216,0.6161448629429074,0.5,0.0,7.0,False
1316,good,0.01171875,2,I'm good.,,,False,True,gut,0.5,0.2,0.4114167345277401,0.694580078125,216,0.6161448629429074,0.5,0.0,7.0,False
1317,i'm,0.046630859375,1,I'm good.,588.89,589.37,False,True,gehts,0.5714285714285714,0.0,0.4114167345277401,0.02099609375,217,0.4044163881368755,0.6955203413963318,0.0,8.0,False
1318,good,0.00390625,2,I'm good.,589.37,589.51,False,True,gut,0.5714285714285714,0.2,0.4114167345277401,0.694580078125,217,0.4044163881368755,0.6955203413963318,0.0,8.0,False
1319,thank,0.02734375,1,Thank you.,590.19,590.19,False,True,Dank,0.0,0.0,0.3712616442299375,0.0078125,218,0.2689414213699951,0.3374188542366028,0.0,0.0,False
1320,you,0.0029296875,2,Thank you.,590.19,591.19,False,True,Sie,1.0,0.0,0.3712616442299375,0.025390625,218,0.2689414213699951,0.3374188542366028,0.1376750235003414,47.0,False
1321,okay,0.3916015625,1,Okay.,591.57,592.05,False,True,In Ordnung.,0.1428571428571428,0.0,0.2771976068587308,0.9991769790649414,219,0.5208212853728464,0.343869000673294,0.0,2.0,False
1322,different,0.0478515625,1,"Different strokes, man.",593.41,593.59,False,True,Verschiedene,0.0,0.0,0.4452733548987033,0.9985027313232422,220,0.7694358061613028,0.3458007574081421,0.0,0.0,False
1323,strokes,0.03662109375,2,"Different strokes, man.",593.59,593.95,False,True,Schlaganfälle,0.0,0.6,0.4452733548987033,0.9875030517578124,220,0.7694358061613028,0.3458007574081421,0.0,0.0,True
1324,man,0.0595703125,3,"Different strokes, man.",594.07,594.19,False,True,Mann,0.0714285714285714,0.0,0.4452733548987033,0.93145751953125,220,0.7694358061613028,0.3458007574081421,0.0,1.0,False
1325,please,0.01123046875,1,Please don't say that in this context.,594.35,594.49,False,True,Bitte,0.5,0.2,0.5531220342137134,0.501708984375,221,0.7281139719517422,0.2963907122611999,0.0,7.0,False
1326,don't,0.026123046875,2,Please don't say that in this context.,594.49,594.69,False,True,nicht,0.6428571428571429,0.0,0.5531220342137134,0.00244140625,221,0.7281139719517422,0.2963907122611999,0.0,9.0,False
1327,say,0.00390625,3,Please don't say that in this context.,594.69,594.83,False,True,sagen,0.0,0.2,0.5531220342137134,0.001953125,221,0.7281139719517422,0.2963907122611999,0.0,0.0,False
1328,that,0.0166015625,4,Please don't say that in this context.,594.83,595.01,False,True,das,1.0,0.2,0.5531220342137134,0.9993133544921876,221,0.7281139719517422,0.2963907122611999,0.0,15.0,False
1329,in,0.0146484375,5,Please don't say that in this context.,595.01,595.11,False,True,in,0.8571428571428571,0.2,0.5531220342137134,0.91473388671875,221,0.7281139719517422,0.2963907122611999,0.0,12.0,False
1330,this,0.02197265625,6,Please don't say that in this context.,595.11,595.23,False,True,diesem,0.4285714285714285,0.0,0.5531220342137134,0.09814453125,221,0.7281139719517422,0.2963907122611999,0.0,6.0,False
1331,context,0.02392578125,7,Please don't say that in this context.,595.23,595.69,False,True,Zusammenhang,0.0,0.2,0.5531220342137134,0.3095703125,221,0.7281139719517422,0.2963907122611999,0.0,0.0,False
1332,i,0.01904296875,1,I should just get up and leave.,596.35,596.37,False,True,Ich,1.0,0.0,0.531146944588806,0.952301025390625,222,0.8383271180410774,0.0983753204345703,0.0,40.0,False
1333,should,0.00634765625,2,I should just get up and leave.,596.37,596.47,False,True,sollte,0.0714285714285714,0.0,0.531146944588806,0.8697509765625,222,0.8383271180410774,0.0983753204345703,0.0,1.0,False
1334,just,0.00439453125,3,I should just get up and leave.,596.47,596.65,False,True,einfach,0.5,0.0,0.531146944588806,0.44921875,222,0.8383271180410774,0.0983753204345703,0.0,7.0,False
1335,get,0.0205078125,4,I should just get up and leave.,596.65,596.75,False,True,erhalten,0.5714285714285714,0.0,0.531146944588806,0.5390625,222,0.8383271180410774,0.0983753204345703,0.0,8.0,False
1336,up,0.0029296875,5,I should just get up and leave.,596.75,596.93,False,True,aufstehen,0.2857142857142857,0.2,0.531146944588806,0.119140625,222,0.8383271180410774,0.0983753204345703,0.0,4.0,False
1337,and,0.04052734375,6,I should just get up and leave.,596.93,597.09,False,True,und,1.0,0.0,0.531146944588806,0.00732421875,222,0.8383271180410774,0.0983753204345703,0.0,19.0,False
1338,leave,0.0126953125,7,I should just get up and leave.,597.09,597.31,False,True,gehen,0.0,0.2,0.531146944588806,0.7601318359375,222,0.8383271180410774,0.0983753204345703,0.0,0.0,False
1339,but,0.512939453125,1,"But you like watching Homebanger fuck me, don't you?",597.95,598.17,False,True,Aber,0.5,0.2,0.6334856990910218,0.827392578125,223,0.5677623235385625,0.1788794547319412,0.0,7.0,False
1340,you,1.0,2,"But you like watching Homebanger fuck me, don't you?",,,False,True,du,1.0,0.0,0.6334856990910218,0.2900390625,223,0.5677623235385625,0.1788794547319412,0.0,48.0,False
1341,like,1.0,3,"But you like watching Homebanger fuck me, don't you?",,,False,True,Wie zum Beispiel,0.4285714285714285,0.2,0.6334856990910218,0.522705078125,223,0.5677623235385625,0.1788794547319412,0.0,6.0,False
1342,watching,1.0,4,"But you like watching Homebanger fuck me, don't you?",,,False,True,wie,0.0,0.0,0.6334856990910218,0.707763671875,223,0.5677623235385625,0.1788794547319412,0.0,0.0,True
1343,homebanger,1.0,5,"But you like watching Homebanger fuck me, don't you?",,,False,True,Homebanger,0.0,0.0,0.6334856990910218,0.9999999999999952,223,0.5677623235385625,0.1788794547319412,0.0,0.0,True
1344,fuck,1.0,6,"But you like watching Homebanger fuck me, don't you?",,,False,True,Scheiße,0.1428571428571428,1.0,0.6334856990910218,0.9998571872711182,223,0.5677623235385625,0.1788794547319412,0.0,2.0,True
1345,me,1.0,7,"But you like watching Homebanger fuck me, don't you?",,,False,True,mich,0.7142857142857143,0.0,0.6334856990910218,0.961639404296875,223,0.5677623235385625,0.1788794547319412,0.0,10.0,True
1346,don't,1.0,8,"But you like watching Homebanger fuck me, don't you?",,,False,True,Nein.,0.7142857142857143,0.0,0.6334856990910218,0.31396484375,223,0.5677623235385625,0.1788794547319412,0.0,10.0,True
1347,you,1.0,9,"But you like watching Homebanger fuck me, don't you?",,,False,True,Sie,1.0,0.0,0.6334856990910218,0.0244140625,223,0.5677623235385625,0.1788794547319412,0.0,49.0,True
1348,you,1.0,1,"You know, this isn't healthy, man.",,,False,True,Sie,1.0,0.0,0.5731272196717322,0.677734375,224,0.4687906266262371,0.2595888376235962,0.0,50.0,False
1349,know,1.0,2,"You know, this isn't healthy, man.",,,False,True,wissen,0.6428571428571429,0.0,0.5731272196717322,0.09375,224,0.4687906266262371,0.2595888376235962,0.0,9.0,False
1350,this,0.7138671875,3,"You know, this isn't healthy, man.",601.05,601.53,False,True,Das,0.5,0.0,0.5731272196717322,0.359375,224,0.4687906266262371,0.2595888376235962,0.0,7.0,False
1351,isn't,1.0,4,"You know, this isn't healthy, man.",601.53,601.81,False,True,ist nicht,0.0714285714285714,0.0,0.5731272196717322,0.628662109375,224,0.4687906266262371,0.2595888376235962,0.0,1.0,False
1352,healthy,0.201171875,5,"You know, this isn't healthy, man.",601.81,602.19,False,True,gesund,0.0,0.0,0.5731272196717322,0.55322265625,224,0.4687906266262371,0.2595888376235962,0.0,0.0,True
1353,man,0.11767578125,6,"You know, this isn't healthy, man.",602.65,602.65,False,True,Mann,0.1428571428571428,0.0,0.5731272196717322,0.00048828125,224,0.4687906266262371,0.2595888376235962,0.0,2.0,False
1354,y-you,1.0,1,Y-You can't watch porn while the... sun's out.,,,False,True,Du,0.0,0.0,0.6279650927761509,0.9991788864135742,225,0.3677999583654837,0.3046788871288299,0.0,0.0,False
1355,can't,0.00927734375,2,Y-You can't watch porn while the... sun's out.,603.45,603.71,False,True,kannst nicht,0.0714285714285714,0.0,0.6279650927761509,0.9863357543945312,225,0.3677999583654837,0.3046788871288299,0.0,1.0,False
1356,watch,0.0048828125,3,Y-You can't watch porn while the... sun's out.,603.71,603.91,False,True,beobachten,0.2142857142857142,0.0,0.6279650927761509,0.908203125,225,0.3677999583654837,0.3046788871288299,0.0,3.0,False
1357,porn,0.01171875,4,Y-You can't watch porn while the... sun's out.,603.91,604.33,False,True,Pornos,0.0,1.0,0.6279650927761509,0.53662109375,225,0.3677999583654837,0.3046788871288299,0.0,0.0,False
1358,while,0.22021484375,5,Y-You can't watch porn while the... sun's out.,604.33,604.57,False,True,während,0.0714285714285714,0.2,0.6279650927761509,0.08203125,225,0.3677999583654837,0.3046788871288299,0.0,1.0,False
1359,the,0.03271484375,6,Y-You can't watch porn while the... sun's out.,604.57,604.79,False,True,die,1.0,0.0,0.6279650927761509,0.119140625,225,0.3677999583654837,0.3046788871288299,0.0,40.0,False
1360,sun's,0.6146240234375,7,Y-You can't watch porn while the... sun's out.,604.79,605.41,False,True,Sonne ist,0.0,0.0,0.6279650927761509,0.9906463623046876,225,0.3677999583654837,0.3046788871288299,0.0,0.0,True
1361,out,0.03369140625,8,Y-You can't watch porn while the... sun's out.,605.41,605.85,False,True,aus,0.2857142857142857,0.0,0.6279650927761509,0.739013671875,225,0.3677999583654837,0.3046788871288299,0.0,4.0,True
1362,look,0.37109375,1,"Look, if I get up at that hearing, I'm dead anyway.",606.29,606.43,False,True,Sehen Sie.,0.2857142857142857,0.0,0.6465425476214233,0.9845428466796876,226,0.8586773694066393,0.3375567197799682,0.0,4.0,False
1363,if,0.33837890625,2,"Look, if I get up at that hearing, I'm dead anyway.",606.53,606.53,False,True,Wenn,0.3571428571428571,0.0,0.6465425476214233,0.03125,226,0.8586773694066393,0.3375567197799682,0.0,5.0,False
1364,i,0.01171875,3,"Look, if I get up at that hearing, I'm dead anyway.",606.53,606.69,False,True,ich,1.0,0.0,0.6465425476214233,0.189453125,226,0.8586773694066393,0.3375567197799682,0.0,41.0,False
1365,get,0.00341796875,4,"Look, if I get up at that hearing, I'm dead anyway.",606.69,606.77,False,True,aufstehe,0.6428571428571429,0.0,0.6465425476214233,0.17822265625,226,0.8586773694066393,0.3375567197799682,0.0,9.0,False
1366,up,0.04736328125,5,"Look, if I get up at that hearing, I'm dead anyway.",606.77,606.91,False,True,aufstehe,0.3571428571428571,0.2,0.6465425476214233,0.8870849609375,226,0.8586773694066393,0.3375567197799682,0.0,5.0,False
1367,at,0.28857421875,6,"Look, if I get up at that hearing, I'm dead anyway.",606.91,607.03,False,True,bei,0.3571428571428571,0.0,0.6465425476214233,0.982421875,226,0.8586773694066393,0.3375567197799682,0.0,5.0,False
1368,that,0.0205078125,7,"Look, if I get up at that hearing, I'm dead anyway.",607.03,607.11,False,True,der,1.0,0.2,0.6465425476214233,0.977783203125,226,0.8586773694066393,0.3375567197799682,0.0,16.0,False
1369,hearing,0.005859375,8,"Look, if I get up at that hearing, I'm dead anyway.",607.11,607.39,False,True,Anhörung,0.1428571428571428,0.4,0.6465425476214233,0.941497802734375,226,0.8586773694066393,0.3375567197799682,0.0,2.0,False
1370,i'm,0.2857666015625,9,"Look, if I get up at that hearing, I'm dead anyway.",607.57,607.57,False,True,bin,0.6428571428571429,0.0,0.6465425476214233,0.9999891519546508,226,0.8586773694066393,0.3375567197799682,0.0704150587922098,9.0,False
1371,dead,0.0009765625,10,"Look, if I get up at that hearing, I'm dead anyway.",607.57,607.73,False,True,tot,0.1428571428571428,0.2,0.6465425476214233,0.3876953125,226,0.8586773694066393,0.3375567197799682,0.0,2.0,False
1372,anyway,0.05322265625,11,"Look, if I get up at that hearing, I'm dead anyway.",607.73,608.13,False,True,tot,0.0,0.2,0.6465425476214233,0.009765625,226,0.8586773694066393,0.3375567197799682,0.0,0.0,False
1373,what,0.6181640625,1,What difference does it make?,608.85,608.91,False,True,Was,1.0,0.0,0.4796809337196797,0.0419921875,227,0.93119954037591,0.1419787108898162,0.0,15.0,False
1374,difference,0.02587890625,2,What difference does it make?,608.91,609.17,False,True,Unterschied,0.0,0.0,0.4796809337196797,0.65625,227,0.93119954037591,0.1419787108898162,0.0,0.0,False
1375,does,0.2294921875,3,What difference does it make?,609.17,609.35,False,True,macht,0.2142857142857142,0.0,0.4796809337196797,0.287109375,227,0.93119954037591,0.1419787108898162,0.0,3.0,False
1376,it,0.22705078125,4,What difference does it make?,609.35,609.47,False,True,das,0.9285714285714286,0.2,0.4796809337196797,0.56396484375,227,0.93119954037591,0.1419787108898162,0.0,13.0,False
1377,make,1.0,5,What difference does it make?,609.47,609.61,False,True,machen,0.0714285714285714,0.2,0.4796809337196797,0.0341796875,227,0.93119954037591,0.1419787108898162,0.0,1.0,False
1378,okay,0.4013671875,1,Okay.,612.23,612.31,False,True,In Ordnung.,0.2142857142857142,0.0,0.2771976068587308,0.9991946220397948,228,0.9999724643088858,0.6277798414230347,0.0,3.0,False
1379,drop,0.45166015625,1,"Drop the remote, or I'll burn your fucking face off.",612.83,613.27,False,True,fallen,0.0,0.2,0.6174169438640101,0.9917373657226562,229,0.5851011542032434,0.480997085571289,0.0,0.0,False
1380,the,0.02001953125,2,"Drop the remote, or I'll burn your fucking face off.",613.27,613.51,False,True,die,1.0,0.0,0.6174169438640101,0.44921875,229,0.5851011542032434,0.480997085571289,0.0,41.0,False
1381,remote,0.06201171875,3,"Drop the remote, or I'll burn your fucking face off.",613.51,613.79,False,True,Fernbedienung,0.0,0.2,0.6174169438640101,0.9973030090332032,229,0.5851011542032434,0.480997085571289,0.0,0.0,False
