,word,audio_complexity,position,sentence,start_time,end_time,set_manually,process,translation,word_occurrence,word_complexity,sentence_complexity,word_importance,sentence_group,speed,speech_volume,ambient_volume,occurrence,display
1183,can't,0.0048828125,2,I can't find her.,612.31,612.51,False,True,kann nicht,0.3571428571428571,0.0,0.4796532542312025,0.22265625,216,0.8807970779778823,0.1184307336807251,0.0,5.0,False
1184,find,0.532470703125,3,I can't find her.,612.51,612.67,False,True,finden,0.0714285714285714,0.0,0.4796532542312025,0.03759765625,216,0.8807970779778823,0.1184307336807251,0.1606286040640477,1.0,False
1185,her,0.02685546875,4,I can't find her.,612.67,612.81,False,True,sie,0.3571428571428571,0.0,0.4796532542312025,0.92913818359375,216,0.8807970779778823,0.1184307336807251,0.1012027583609407,5.0,False
1186,where,1.0,1,Where the fuck is Starlight?,612.97,613.09,False,True,Wo,0.0714285714285714,0.0,0.5068470990030677,0.9790496826171876,217,0.5851011542032434,0.5277507901191711,0.0,1.0,False
1187,the,0.0390625,2,Where the fuck is Starlight?,613.09,613.19,False,True,zum,1.0,0.0,0.5068470990030677,0.0048828125,217,0.5851011542032434,0.5277507901191711,0.0,28.0,False
1188,fuck,0.087890625,3,Where the fuck is Starlight?,613.19,613.49,False,True,Teufel,0.2142857142857142,1.0,0.5068470990030677,0.9290771484375,217,0.5851011542032434,0.5277507901191711,0.0,3.0,False
1189,is,0.0205078125,4,Where the fuck is Starlight?,613.49,613.71,False,True,ist,0.6428571428571429,0.0,0.5068470990030677,0.08154296875,217,0.5851011542032434,0.5277507901191711,0.0,9.0,False
1190,starlight,0.1123046875,5,Where the fuck is Starlight?,613.71,614.25,False,True,Starlight,0.1428571428571428,1.0,0.5068470990030677,0.9999999878747872,217,0.5851011542032434,0.5277507901191711,0.0,2.0,False
1191,yo,0.629150390625,1,Yo!,,,True,True,,0.0,1.0,0.3197871134995984,0.9910964965820312,218,0.6325610346403169,0.5,0.0,,True
1192,here,1.0,1,Here comes the A-Train.,627.71,628.01,False,True,Da,0.2142857142857142,0.0,0.50675721154137,0.3056640625,219,0.4174297935377467,1.1641377210617063,0.0,3.0,False
1193,comes,0.26708984375,2,Here comes the A-Train.,,,False,True,kommt,0.0714285714285714,0.0,0.50675721154137,0.892822265625,219,0.4174297935377467,1.1641377210617063,0.0,1.0,False
1194,the,1.0,3,Here comes the A-Train.,,,False,True,der,1.0,0.0,0.50675721154137,0.1240234375,219,0.4174297935377467,1.1641377210617063,0.0,29.0,False
1195,a-train,1.0,4,Here comes the A-Train.,,,False,True,AZug,0.0,0.0,0.50675721154137,0.83837890625,219,0.4174297935377467,1.1641377210617063,0.0,0.0,False
1196,what,0.21142578125,1,"What, what?",,,False,True,Was,0.7857142857142857,0.0,0.4133189128231957,0.94580078125,220,0.6325610346403169,0.5,0.0,11.0,False
1197,what,0.25,2,"What, what?",,,False,True,Was ist,0.8571428571428571,0.0,0.4133189128231957,0.967193603515625,220,0.6325610346403169,0.5,0.0,12.0,False
1198,i'm,0.10986328125,1,"I'm right here, buddy.",628.09,628.09,False,True,Ich bin,0.5,0.0,0.5068054022823747,0.04736328125,221,0.9999931337726782,0.6585071086883545,0.0,7.0,False
1199,right,0.01953125,2,"I'm right here, buddy.",628.09,628.09,False,True,genau,0.1428571428571428,0.0,0.5068054022823747,0.11328125,221,0.9999931337726782,0.6585071086883545,0.0,2.0,False
1200,here,0.00146484375,3,"I'm right here, buddy.",628.09,628.15,False,True,hier,0.2857142857142857,0.0,0.5068054022823747,0.9276123046875,221,0.9999931337726782,0.6585071086883545,0.0,4.0,False
1201,buddy,0.048828125,4,"I'm right here, buddy.",628.27,628.27,False,True,hier Kumpel,0.0,0.4,0.5068054022823747,0.6875,221,0.9999931337726782,0.6585071086883545,0.1571955847976922,0.0,False
1202,over,0.14306640625,1,Over here.,628.51,628.51,False,True,Über,0.0714285714285714,0.2,0.3711411186298901,0.9998288154602052,222,0.1427276150468715,0.6533871293067932,0.0,1.0,False
1203,here,0.0029296875,2,Over here.,628.51,635.75,False,True,Hier,0.3571428571428571,0.0,0.3711411186298901,0.9985227584838868,222,0.1427276150468715,0.6533871293067932,0.0,5.0,False
1204,yeah,0.729248046875,1,Yeah.,,,False,True,"Ja, das ist gut.",0.5,0.2,0.3070113370067601,0.9999983906745912,223,0.6325610346403169,0.5,0.8865798455566913,7.0,False
1205,what's,1.0,1,"What's up, buddy?",,,False,True,Was ist,0.1428571428571428,0.0,0.4796791826117237,0.04541015625,224,0.6325610346403169,0.5,0.8865798455566913,2.0,False
1206,up,1.0,2,"What's up, buddy?",,,False,True,los,0.2142857142857142,0.2,0.4796791826117237,0.03271484375,224,0.6325610346403169,0.5,0.8865798455566913,3.0,False
1207,buddy,0.01953125,3,"What's up, buddy?",,,False,True,Kumpel,0.0714285714285714,0.4,0.4796791826117237,0.28857421875,224,0.6325610346403169,0.5,0.8865798455566913,1.0,False
1208,good,0.20068359375,1,Good to see you.,,,False,True,Schön,0.2142857142857142,0.2,0.4488203621674714,0.650390625,225,0.6325610346403169,0.5,0.8865798455566913,3.0,False
1209,to,0.02978515625,2,Good to see you.,,,False,True,Schön,1.0,0.0,0.4488203621674714,0.00146484375,225,0.6325610346403169,0.5,0.8865798455566913,23.0,False
1210,see,0.00048828125,3,Good to see you.,,,False,True,sehen,0.1428571428571428,0.0,0.4488203621674714,0.3173828125,225,0.6325610346403169,0.5,0.8865798455566913,2.0,False
1211,you,0.11962890625,4,Good to see you.,,,False,True,dich,1.0,0.0,0.4488203621674714,0.38330078125,225,0.6325610346403169,0.5,0.8865798455566913,42.0,False
1212,what,1.0,1,"What you doing here, man?",,,False,True,Was,0.9285714285714286,0.0,0.5068154717931374,0.0888671875,226,0.6325610346403169,0.5,0.8865798455566913,13.0,False
1213,you,1.0,2,"What you doing here, man?",,,False,True,du,1.0,0.0,0.5068154717931374,0.526611328125,226,0.6325610346403169,0.5,0.8865798455566913,43.0,False
1214,doing,1.0,3,"What you doing here, man?",,,False,True,tun,0.0714285714285714,0.0,0.5068154717931374,0.3193359375,226,0.6325610346403169,0.5,0.8865798455566913,1.0,False
1215,here,1.0,4,"What you doing here, man?",,,False,True,hier,0.4285714285714285,0.0,0.5068154717931374,0.45703125,226,0.6325610346403169,0.5,0.8865798455566913,6.0,False
1216,man,0.0693359375,5,"What you doing here, man?",,,False,True,Mann,0.0714285714285714,0.0,0.5068154717931374,0.19091796875,226,0.6325610346403169,0.5,0.8865798455566913,1.0,False
1217,oh,1.0,1,"Oh, not much.",,,True,True,Oh,0.7142857142857143,0.6,0.4488013028496647,0.9923820495605468,227,0.6325610346403169,0.5,0.8865798455566913,,False
1218,not,0.8021240234375,2,"Oh, not much.",,,False,True,nicht,0.2857142857142857,0.0,0.4488013028496647,0.11279296875,227,0.6325610346403169,0.5,0.8865798455566913,4.0,False
1219,much,1.0,3,"Oh, not much.",,,False,True,viel,0.0714285714285714,0.0,0.4488013028496647,0.4140625,227,0.6325610346403169,0.5,0.8865798455566913,1.0,False
1220,just,1.0,1,"Just here to see, uh, uh... No reason, really.",,,False,True,Nur,1.0,0.0,0.6388030398075325,0.998849868774414,228,0.2801612351771104,0.3865823745727539,0.8865798455566913,15.0,False
1221,here,1.0,2,"Just here to see, uh, uh... No reason, really.",,,False,True,hier,0.5,0.0,0.6388030398075325,0.9918746948242188,228,0.2801612351771104,0.3865823745727539,0.8865798455566913,7.0,False
1222,to,0.18408203125,3,"Just here to see, uh, uh... No reason, really.",,,False,True,zu,1.0,0.0,0.6388030398075325,0.01806640625,228,0.2801612351771104,0.3865823745727539,0.8865798455566913,24.0,False
1223,see,0.0048828125,4,"Just here to see, uh, uh... No reason, really.",,,False,True,sehen,0.2142857142857142,0.0,0.6388030398075325,0.8660888671875,228,0.2801612351771104,0.3865823745727539,0.8865798455566913,3.0,False
1224,uh,1.0,5,"Just here to see, uh, uh... No reason, really.",,,True,True,äh,0.3571428571428571,1.0,0.6388030398075325,0.38623046875,228,0.2801612351771104,0.3865823745727539,0.8865798455566913,,False
1225,uh,1.0,6,"Just here to see, uh, uh... No reason, really.",635.77,636.29,True,True,äh äh,0.4285714285714285,1.0,0.6388030398075325,0.8916015625,228,0.2801612351771104,0.3865823745727539,0.0,,False
1226,no,0.674072265625,7,"Just here to see, uh, uh... No reason, really.",636.67,637.43,False,True,keinen,0.6428571428571429,0.0,0.6388030398075325,0.24267578125,228,0.2801612351771104,0.3865823745727539,0.0,9.0,False
1227,reason,0.00537109375,8,"Just here to see, uh, uh... No reason, really.",637.43,637.73,False,True,Grund,0.0,0.0,0.6388030398075325,0.8719482421875,228,0.2801612351771104,0.3865823745727539,0.0,0.0,False
1228,really,0.02001953125,9,"Just here to see, uh, uh... No reason, really.",638.45,638.61,False,True,wirklich,0.1428571428571428,0.0,0.6388030398075325,0.68115234375,228,0.2801612351771104,0.3865823745727539,0.0,2.0,False
1229,but,0.501220703125,1,"But, hey, bro, I've been thinking about you lately.",639.69,639.93,False,True,Aber,0.5714285714285714,0.2,0.6395622740287269,0.9934616088867188,229,0.7429244773462862,0.5380147695541382,0.0,8.0,False
1230,hey,0.55517578125,2,"But, hey, bro, I've been thinking about you lately.",639.93,640.07,False,True,hey,0.0714285714285714,0.2,0.6395622740287269,0.10546875,229,0.7429244773462862,0.5380147695541382,0.0,1.0,False
1231,bro,0.07861328125,3,"But, hey, bro, I've been thinking about you lately.",640.15,640.31,False,True,Bro,0.0,1.0,0.6395622740287269,0.946624755859375,229,0.7429244773462862,0.5380147695541382,0.0,0.0,False
1232,i've,0.13037109375,4,"But, hey, bro, I've been thinking about you lately.",640.53,640.67,False,True,habe,0.0,0.0,0.6395622740287269,0.0927734375,229,0.7429244773462862,0.5380147695541382,0.0,0.0,False
1233,been,0.0009765625,5,"But, hey, bro, I've been thinking about you lately.",640.67,640.79,False,True,wurde,0.0714285714285714,0.2,0.6395622740287269,0.9982128143310548,229,0.7429244773462862,0.5380147695541382,0.0,1.0,False
1234,thinking,0.0087890625,6,"But, hey, bro, I've been thinking about you lately.",640.79,640.97,False,True,gedacht,0.0,0.0,0.6395622740287269,0.40087890625,229,0.7429244773462862,0.5380147695541382,0.0,0.0,False
1235,about,0.00927734375,7,"But, hey, bro, I've been thinking about you lately.",640.97,641.17,False,True,an,0.0714285714285714,0.0,0.6395622740287269,0.05224609375,229,0.7429244773462862,0.5380147695541382,0.0,1.0,False
1236,you,0.171875,8,"But, hey, bro, I've been thinking about you lately.",641.17,641.41,False,True,dich,1.0,0.0,0.6395622740287269,0.0458984375,229,0.7429244773462862,0.5380147695541382,0.0,44.0,False
1237,lately,0.10107421875,9,"But, hey, bro, I've been thinking about you lately.",641.41,641.65,False,True,letzter Zeit,0.0,0.4,0.6395622740287269,0.001953125,229,0.7429244773462862,0.5380147695541382,0.0,0.0,False
1238,yeah,0.1201171875,1,"Yeah, I'm sorry.",642.23,642.45,False,True,Ja,0.5714285714285714,0.2,0.4796804430264061,0.9747772216796876,230,0.6687867235251852,0.2397310137748718,0.0,8.0,False
1239,i'm,0.01025390625,2,"Yeah, I'm sorry.",642.45,642.63,False,True,Ich bin,0.5714285714285714,0.0,0.4796804430264061,0.251953125,230,0.6687867235251852,0.2397310137748718,0.0,8.0,False
1240,sorry,0.001953125,3,"Yeah, I'm sorry.",642.63,642.97,False,True,leid,0.0714285714285714,0.0,0.4796804430264061,0.02392578125,230,0.6687867235251852,0.2397310137748718,0.0,1.0,False
1241,i,0.0732421875,1,I see what they're trying to do to you.,643.53,643.61,False,True,Ich,1.0,0.0,0.5916643173382208,0.754638671875,231,0.8060675326280834,0.2529964745044708,0.0,33.0,False
1242,see,0.07421875,2,I see what they're trying to do to you.,643.61,643.73,False,True,sehe,0.2857142857142857,0.0,0.5916643173382208,0.87860107421875,231,0.8060675326280834,0.2529964745044708,0.0,4.0,False
1243,what,0.0126953125,3,I see what they're trying to do to you.,643.73,643.83,False,True,was,1.0,0.0,0.5916643173382208,0.00830078125,231,0.8060675326280834,0.2529964745044708,0.0,14.0,False
1244,they're,0.18505859375,4,I see what they're trying to do to you.,643.83,643.93,False,True,sie,0.1428571428571428,0.0,0.5916643173382208,0.1259765625,231,0.8060675326280834,0.2529964745044708,0.0,2.0,False
1245,trying,0.0068359375,5,I see what they're trying to do to you.,643.93,644.09,False,True,wollen,0.0,0.2,0.5916643173382208,0.49853515625,231,0.8060675326280834,0.2529964745044708,0.0,0.0,False
1246,to,0.0,6,I see what they're trying to do to you.,644.09,644.17,False,True,zu,1.0,0.0,0.5916643173382208,0.3486328125,231,0.8060675326280834,0.2529964745044708,0.0,25.0,False
1247,do,0.00244140625,7,I see what they're trying to do to you.,644.17,644.35,False,True,tun,0.7857142857142857,0.0,0.5916643173382208,0.0009765625,231,0.8060675326280834,0.2529964745044708,0.0,11.0,False
1248,to,0.041015625,8,I see what they're trying to do to you.,644.35,644.45,False,True,zu,1.0,0.0,0.5916643173382208,0.42431640625,231,0.8060675326280834,0.2529964745044708,0.0,26.0,False
1249,you,0.00341796875,9,I see what they're trying to do to you.,644.45,644.99,False,True,dir,1.0,0.0,0.5916643173382208,0.12744140625,231,0.8060675326280834,0.2529964745044708,0.0633484416888008,45.0,False
1250,yeah,0.0205078125,1,Yeah.,645.67,645.99,False,True,"Ja, das ist gut.",0.6428571428571429,0.2,0.3070113370067601,0.9999984502792358,232,0.3923368301670501,0.2089424729347229,0.0,9.0,False
1251,talk,0.0048828125,1,Talk about getting ass-fucked with a soup can.,646.31,646.55,False,True,Reden,0.0,0.2,0.6085717897024104,0.698974609375,233,0.6852009766652929,0.5577601194381714,0.0,0.0,False
1252,about,0.0322265625,2,Talk about getting ass-fucked with a soup can.,646.55,646.73,False,True,davon,0.1428571428571428,0.0,0.6085717897024104,0.00634765625,233,0.6852009766652929,0.5577601194381714,0.0,2.0,False
1253,getting,0.0205078125,3,Talk about getting ass-fucked with a soup can.,646.73,646.89,False,True,werden,0.0,0.0,0.6085717897024104,0.11376953125,233,0.6852009766652929,0.5577601194381714,0.0,0.0,False
1254,ass-fucked,1.0,4,Talk about getting ass-fucked with a soup can.,,,False,True,verarscht,0.0,0.0,0.6085717897024104,0.9462890625,233,0.6852009766652929,0.5577601194381714,0.0,0.0,False
1255,with,0.10693359375,5,Talk about getting ass-fucked with a soup can.,647.55,647.77,False,True,mit,0.3571428571428571,0.0,0.6085717897024104,0.00390625,233,0.6852009766652929,0.5577601194381714,0.0,5.0,False
1256,a,0.041015625,6,Talk about getting ass-fucked with a soup can.,647.77,647.85,False,True,einer,1.0,0.0,0.6085717897024104,0.9990223087370396,233,0.6852009766652929,0.5577601194381714,0.0,23.0,False
1257,soup,0.05615234375,7,Talk about getting ass-fucked with a soup can.,647.85,648.15,False,True,Suppenkanne,0.0,0.0,0.6085717897024104,0.5927734375,233,0.6852009766652929,0.5577601194381714,0.0,0.0,True
1258,can,0.590087890625,8,Talk about getting ass-fucked with a soup can.,648.15,648.47,False,True,Suppenkanne,0.2142857142857142,0.2,0.6085717897024104,0.05615234375,233,0.6852009766652929,0.5577601194381714,0.0,3.0,True
1259,am,0.42333984375,1,Am I right?,648.89,649.05,False,True,Habe,0.1428571428571428,0.0,0.413227653646433,0.03759765625,234,0.7791757622691792,0.6347850561141968,0.0,2.0,False
1260,i,0.0068359375,2,Am I right?,649.05,649.05,False,True,ich,1.0,0.0,0.413227653646433,0.00439453125,234,0.7791757622691792,0.6347850561141968,0.0,34.0,False
1261,right,0.0029296875,3,Am I right?,649.05,649.35,False,True,recht,0.2142857142857142,0.0,0.413227653646433,0.897705078125,234,0.7791757622691792,0.6347850561141968,0.0,3.0,False
1262,what,0.017578125,1,What do you mean?,650.17,650.61,False,True,Was,1.0,0.0,0.4488778220562756,0.02197265625,235,0.6852009766652929,0.632110595703125,0.0,15.0,False
1263,do,0.001953125,2,What do you mean?,650.61,650.69,False,True,meinst,0.8571428571428571,0.0,0.4488778220562756,0.05419921875,235,0.6852009766652929,0.632110595703125,0.0,12.0,False
1264,you,0.0048828125,3,What do you mean?,650.69,650.71,False,True,du,1.0,0.0,0.4488778220562756,0.00390625,235,0.6852009766652929,0.632110595703125,0.0,46.0,False
1265,mean,0.0009765625,4,What do you mean?,650.71,650.89,False,True,du,0.2857142857142857,0.2,0.4488778220562756,0.9905166625976562,235,0.6852009766652929,0.632110595703125,0.0,4.0,False
1266,i,0.23828125,1,"I mean, come on.",651.83,652.01,False,True,Ich,1.0,0.0,0.4796556096950408,0.03076171875,236,0.7369746403605109,0.7814949750900269,0.0,35.0,False
1267,mean,0.029296875,2,"I mean, come on.",652.01,652.13,False,True,meine,0.3571428571428571,0.2,0.4796556096950408,0.05322265625,236,0.7369746403605109,0.7814949750900269,0.0,5.0,False
1268,come,0.1171875,3,"I mean, come on.",652.23,652.29,False,True,kommen,0.2142857142857142,0.0,0.4796556096950408,0.07470703125,236,0.7369746403605109,0.7814949750900269,0.0,3.0,False
1269,on,0.00537109375,4,"I mean, come on.",652.29,652.49,False,True,schon,0.5,0.2,0.4796556096950408,0.01513671875,236,0.7369746403605109,0.7814949750900269,0.0,7.0,False
1270,if,0.61181640625,1,"If anyone knows what it's like to get bounced, it's me.",652.53,652.69,False,True,Wenn,0.2142857142857142,0.0,0.6420326646184278,0.03271484375,237,0.7493668052021872,0.5467139482498169,0.0,3.0,False
1271,anyone,0.013671875,2,"If anyone knows what it's like to get bounced, it's me.",652.69,653.13,False,True,jemand,0.1428571428571428,0.0,0.6420326646184278,0.201171875,237,0.7493668052021872,0.5467139482498169,0.0,2.0,False
1272,knows,0.00341796875,3,"If anyone knows what it's like to get bounced, it's me.",653.13,653.35,False,True,weiß,0.0714285714285714,0.0,0.6420326646184278,0.03857421875,237,0.7493668052021872,0.5467139482498169,0.0,1.0,False
1273,what,1.0,4,"If anyone knows what it's like to get bounced, it's me.",,,False,True,wie,1.0,0.0,0.6420326646184278,0.00048828125,237,0.7493668052021872,0.5467139482498169,0.0,16.0,False
1274,it's,1.0,5,"If anyone knows what it's like to get bounced, it's me.",,,False,True,es ist,0.5,0.0,0.6420326646184278,0.0009765625,237,0.7493668052021872,0.5467139482498169,0.0,7.0,False
1275,like,0.125,6,"If anyone knows what it's like to get bounced, it's me.",653.57,653.77,False,True,Wie zum Beispiel,0.4285714285714285,0.2,0.6420326646184278,0.3955078125,237,0.7493668052021872,0.5467139482498169,0.0,6.0,False
1276,to,0.00927734375,7,"If anyone knows what it's like to get bounced, it's me.",653.77,653.85,False,True,ist,1.0,0.0,0.6420326646184278,0.0029296875,237,0.7493668052021872,0.5467139482498169,0.4601120754083705,27.0,False
1277,get,0.005859375,8,"If anyone knows what it's like to get bounced, it's me.",653.85,653.99,False,True,werden,0.2142857142857142,0.0,0.6420326646184278,0.0009765625,237,0.7493668052021872,0.5467139482498169,0.0,3.0,True
1278,bounced,0.8131103515625,9,"If anyone knows what it's like to get bounced, it's me.",653.99,654.19,False,True,abgehauen,0.0,0.6,0.6420326646184278,0.90594482421875,237,0.7493668052021872,0.5467139482498169,0.0,0.0,True
1279,it's,0.387451171875,10,"If anyone knows what it's like to get bounced, it's me.",654.41,654.41,False,True,dann,0.5714285714285714,0.0,0.6420326646184278,0.9999603033065796,237,0.7493668052021872,0.5467139482498169,0.0,8.0,False
1280,me,0.00439453125,11,"If anyone knows what it's like to get bounced, it's me.",654.41,654.63,False,True,ich,0.5714285714285714,0.0,0.6420326646184278,0.1123046875,237,0.7493668052021872,0.5467139482498169,0.0,8.0,False
1281,yeah,1.0,1,Yeah.,,,False,True,"Ja, das ist gut.",0.7142857142857143,0.2,0.3070113370067601,0.9999983906745912,238,0.6325610346403169,0.5,0.6949758789501721,10.0,False
1282,did,1.0,1,Did some shit I'm not too proud of.,655.49,655.81,False,True,hat,0.3571428571428571,0.0,0.5727697298095594,0.98040771484375,239,0.5806838754763763,0.521148145198822,0.0,5.0,False
1283,some,0.34912109375,2,Did some shit I'm not too proud of.,655.81,655.95,False,True,teilweise,0.1428571428571428,0.0,0.5727697298095594,0.0244140625,239,0.5806838754763763,0.521148145198822,0.0,2.0,False
1284,shit,0.0068359375,3,Did some shit I'm not too proud of.,655.95,656.11,False,True,Scheiße!,0.1428571428571428,1.0,0.5727697298095594,0.973419189453125,239,0.5806838754763763,0.521148145198822,0.0,2.0,False
1285,i'm,0.083740234375,4,Did some shit I'm not too proud of.,656.11,656.21,False,True,Ich bin,0.6428571428571429,0.0,0.5727697298095594,0.0712890625,239,0.5806838754763763,0.521148145198822,0.0,9.0,False
1286,not,0.0009765625,5,Did some shit I'm not too proud of.,656.21,656.31,False,True,nicht,0.3571428571428571,0.0,0.5727697298095594,0.060546875,239,0.5806838754763763,0.521148145198822,0.0,5.0,False
1287,too,0.14599609375,6,Did some shit I'm not too proud of.,656.31,656.45,False,True,zu,0.0,0.0,0.5727697298095594,0.27783203125,239,0.5806838754763763,0.521148145198822,0.0,0.0,False
1288,proud,0.0029296875,7,Did some shit I'm not too proud of.,656.45,656.67,False,True,stolz,0.0714285714285714,0.4,0.5727697298095594,0.8878173828125,239,0.5806838754763763,0.521148145198822,0.0,1.0,False
1289,of,0.00439453125,8,Did some shit I'm not too proud of.,656.67,657.21,False,True,darauf,1.0,0.0,0.5727697298095594,0.0849609375,239,0.5806838754763763,0.521148145198822,0.0,16.0,False
1290,some,1.0,1,Some weird shit.,658.09,658.29,False,True,Irgendein,0.2142857142857142,0.0,0.4132677932985399,0.759521484375,240,0.4934214322767715,0.360952615737915,0.212677039575618,3.0,False
1291,weird,0.60986328125,2,Some weird shit.,658.29,658.57,False,True,Komisch,0.0,0.4,0.4132677932985399,0.958831787109375,240,0.4934214322767715,0.360952615737915,0.0,0.0,False
1292,shit,0.1220703125,3,Some weird shit.,658.57,658.85,False,True,Scheiß,0.2142857142857142,1.0,0.4132677932985399,0.968597412109375,240,0.4934214322767715,0.360952615737915,0.0,3.0,False
1293,i'm,0.0693359375,1,"I'm good, man.",660.77,661.21,False,True,Mir gehts,0.7142857142857143,0.0,0.4794474351150618,0.04296875,241,0.4363930081447321,0.654586136341095,0.0,10.0,False
1294,good,0.02392578125,2,"I'm good, man.",661.21,661.31,False,True,gut,0.2857142857142857,0.2,0.4794474351150618,0.3388671875,241,0.4363930081447321,0.654586136341095,0.0,4.0,False
1295,man,0.0126953125,3,"I'm good, man.",661.63,661.63,False,True,Mann,0.1428571428571428,0.0,0.4794474351150618,0.9946441650390624,241,0.4363930081447321,0.654586136341095,0.0,2.0,False
1296,nike,0.08642578125,1,"Nike and Under Armour are already talking to my people, so, you know, this is actually gonna work out to be really fantastic for me.",662.38,662.82,False,True,Nike,0.0,1.0,0.8065143589495865,0.999955669118208,242,0.7660741012528391,0.5293172001838684,0.0,0.0,True
1297,and,0.04248046875,2,"Nike and Under Armour are already talking to my people, so, you know, this is actually gonna work out to be really fantastic for me.",662.82,663.04,False,True,und,0.5,0.0,0.8065143589495865,0.0400390625,242,0.7660741012528391,0.5293172001838684,0.0,7.0,False
1298,under,0.648681640625,3,"Nike and Under Armour are already talking to my people, so, you know, this is actually gonna work out to be really fantastic for me.",663.04,663.24,False,True,Under,0.0714285714285714,0.0,0.8065143589495865,0.0244140625,242,0.7660741012528391,0.5293172001838684,0.0,1.0,True
1299,armour,1.0,4,"Nike and Under Armour are already talking to my people, so, you know, this is actually gonna work out to be really fantastic for me.",,,False,True,Armour,0.0,1.0,0.8065143589495865,0.9597083032131196,242,0.7660741012528391,0.5293172001838684,0.0,0.0,True
1300,are,0.8572998046875,5,"Nike and Under Armour are already talking to my people, so, you know, this is actually gonna work out to be really fantastic for me.",663.34,663.48,False,True,reden,0.6428571428571429,0.0,0.8065143589495865,0.06640625,242,0.7660741012528391,0.5293172001838684,0.0,9.0,False
1301,already,0.00537109375,6,"Nike and Under Armour are already talking to my people, so, you know, this is actually gonna work out to be really fantastic for me.",663.48,663.76,False,True,bereits,0.0714285714285714,0.0,0.8065143589495865,0.95977783203125,242,0.7660741012528391,0.5293172001838684,0.0,1.0,False
1302,talking,0.0234375,7,"Nike and Under Armour are already talking to my people, so, you know, this is actually gonna work out to be really fantastic for me.",663.76,664.18,False,True,Sprechen,0.0714285714285714,0.2,0.8065143589495865,0.90863037109375,242,0.7660741012528391,0.5293172001838684,0.0,1.0,False
1303,to,0.0419921875,8,"Nike and Under Armour are already talking to my people, so, you know, this is actually gonna work out to be really fantastic for me.",664.18,664.28,False,True,mit,1.0,0.0,0.8065143589495865,0.2919921875,242,0.7660741012528391,0.5293172001838684,0.0,28.0,False
1304,my,0.005859375,9,"Nike and Under Armour are already talking to my people, so, you know, this is actually gonna work out to be really fantastic for me.",664.28,664.36,False,True,meinen,0.8571428571428571,0.0,0.8065143589495865,0.97735595703125,242,0.7660741012528391,0.5293172001838684,0.0,12.0,False
1305,people,0.01025390625,10,"Nike and Under Armour are already talking to my people, so, you know, this is actually gonna work out to be really fantastic for me.",664.36,664.64,False,True,Leuten,0.0714285714285714,0.0,0.8065143589495865,0.9969863891601562,242,0.7660741012528391,0.5293172001838684,0.0,1.0,False
1306,so,0.22119140625,11,"Nike and Under Armour are already talking to my people, so, you know, this is actually gonna work out to be really fantastic for me.",664.64,664.82,True,True,Leuten,0.6428571428571429,0.2,0.8065143589495865,0.19921875,242,0.7660741012528391,0.5293172001838684,0.0,,False
1307,you,0.0966796875,12,"Nike and Under Armour are already talking to my people, so, you know, this is actually gonna work out to be really fantastic for me.",664.82,664.9,False,True,Sie,1.0,0.0,0.8065143589495865,0.2138671875,242,0.7660741012528391,0.5293172001838684,0.0,47.0,False
1308,know,0.00048828125,13,"Nike and Under Armour are already talking to my people, so, you know, this is actually gonna work out to be really fantastic for me.",664.9,664.94,False,True,weißt,0.6428571428571429,0.0,0.8065143589495865,0.08740234375,242,0.7660741012528391,0.5293172001838684,0.0,9.0,False
1309,this,0.01025390625,14,"Nike and Under Armour are already talking to my people, so, you know, this is actually gonna work out to be really fantastic for me.",664.94,665.1,False,True,das,1.0,0.0,0.8065143589495865,0.04296875,242,0.7660741012528391,0.5293172001838684,0.0,16.0,False
1310,is,0.01953125,15,"Nike and Under Armour are already talking to my people, so, you know, this is actually gonna work out to be really fantastic for me.",665.1,665.16,False,True,wird,0.7142857142857143,0.0,0.8065143589495865,0.1064453125,242,0.7660741012528391,0.5293172001838684,0.0,10.0,False
1311,actually,0.001953125,16,"Nike and Under Armour are already talking to my people, so, you know, this is actually gonna work out to be really fantastic for me.",665.16,665.38,False,True,tatsächlich,0.0,0.2,0.8065143589495865,0.0322265625,242,0.7660741012528391,0.5293172001838684,0.0,0.0,False
1312,gonna,0.5009765625,17,"Nike and Under Armour are already talking to my people, so, you know, this is actually gonna work out to be really fantastic for me.",665.38,665.5,False,True,Wir werden,0.2142857142857142,1.0,0.8065143589495865,0.17041015625,242,0.7660741012528391,0.5293172001838684,0.0,3.0,False
1313,work,0.04296875,18,"Nike and Under Armour are already talking to my people, so, you know, this is actually gonna work out to be really fantastic for me.",665.5,665.78,False,True,funktionieren,0.0714285714285714,0.0,0.8065143589495865,0.03076171875,242,0.7660741012528391,0.5293172001838684,0.0,1.0,False
1314,out,0.0009765625,19,"Nike and Under Armour are already talking to my people, so, you know, this is actually gonna work out to be really fantastic for me.",665.78,665.96,False,True,aus,0.4285714285714285,0.0,0.8065143589495865,0.92791748046875,242,0.7660741012528391,0.5293172001838684,0.0,6.0,False
1315,to,0.0029296875,20,"Nike and Under Armour are already talking to my people, so, you know, this is actually gonna work out to be really fantastic for me.",665.96,666.08,False,True,zu,1.0,0.0,0.8065143589495865,0.0400390625,242,0.7660741012528391,0.5293172001838684,0.0,29.0,False
